hike_id,Parking Issues,Rocky Conditions,Snow/Icy Conditions,Lake/Waterfall/Pond,Easy Difficulty,Hard Difficulty,Bring Bug Spray,Family Friendly,Well Maintained
hike_13007,28.0,27.0,10.1,1.0,47.0,16.699999999999996,2.3000000000000003,35.7,3.0
hike_13008,26.0,15.0,8.2,1.0,62.0,21.900000000000006,8.0,24.6,6.0
hike_13009,51.0,94.0,39.3,7.0,23.0,159.09999999999997,22.000000000000004,86.69999999999999,30.700000000000003
hike_1301,5.0,11.0,2.3000000000000003,3.0,5.0,11.7,0.0,5.8999999999999995,5.0
hike_13010,38.0,19.0,8.0,32.0,95.0,21.3,3.1,59.50000000000003,9.899999999999999
hike_13011,30.0,20.0,6.0,105.0,109.0,23.9,1.0,64.0,15.0
hike_13012,23.1,10.0,2.0,55.0,43.0,29.2,1.4,33.3,8.3
hike_13013,12.0,7.0,3.0,1.0,40.0,17.5,1.1,24.099999999999998,9.3
hike_13014,7.0,79.0,7.0,11.0,14.0,68.8,11.2,33.900000000000006,5.3
hike_13015,31.0,5.0,2.0,36.0,71.0,11.799999999999999,3.0,24.599999999999994,4.0
hike_13016,32.0,47.0,7.199999999999999,0.0,10.0,48.3,5.1,32.90000000000001,7.3
hike_13017,4.1,12.0,15.2,0.0,9.0,39.70000000000002,3.0,34.6,8.0
hike_13018,12.0,2.0,0.1,17.0,17.0,3.5000000000000004,0.0,12.299999999999999,10.0
hike_13019,24.0,9.0,1.0,46.0,26.0,4.200000000000001,1.0,12.899999999999999,0.0
hike_1302,4.0,3.0,2.0,0.0,3.0,6.000000000000001,0.0,6.3,1.0
hike_13020,3.0,27.0,2.0,21.0,38.0,38.899999999999984,8.0,33.599999999999994,4.3
hike_13021,7.0,2.0,1.2,32.0,27.0,9.1,0.0,17.400000000000002,10.0
hike_13022,2.0,19.0,3.2,5.0,17.0,17.4,2.0,16.599999999999998,7.0
hike_13023,20.0,25.0,22.1,1.0,11.0,64.50000000000001,6.3999999999999995,38.500000000000014,9.0
hike_13024,12.0,5.0,2.0,0.0,10.0,8.5,0.0,12.299999999999999,1.0
hike_13025,3.0,3.0,1.0,6.0,4.0,2.0000000000000004,1.1,4.3999999999999995,4.0
hike_13026,11.0,8.0,1.0,33.0,36.0,6.699999999999999,2.0,15.299999999999999,3.4
hike_13027,23.0,1.0,3.0,43.0,32.0,4.3999999999999995,1.1,19.799999999999997,3.0
hike_13028,13.0,25.0,3.1,46.0,38.0,11.899999999999997,0.0,20.200000000000003,10.0
hike_13029,16.0,18.0,3.0,50.0,59.0,12.499999999999998,1.0,21.099999999999998,4.6
hike_1303,9.0,2.0,1.0,0.0,16.0,20.199999999999996,3.1,15.799999999999999,6.199999999999999
hike_13030,11.0,12.0,1.1,41.0,56.0,6.699999999999998,0.0,28.70000000000001,5.3
hike_13031,12.0,30.0,8.0,1.0,42.0,11.799999999999999,6.0,17.0,1.6
hike_13032,6.0,4.0,0.0,22.0,27.0,3.6999999999999997,2.0,12.7,7.0
hike_13033,8.0,11.0,2.0,31.0,66.0,8.9,0.1,21.099999999999994,5.0
hike_13034,5.0,26.0,7.2,0.0,14.0,36.800000000000004,7.5,26.799999999999997,2.3
hike_13035,5.1,3.0,3.0,2.0,38.0,18.2,3.1,34.5,9.0
hike_13036,8.0,31.0,9.2,0.0,15.0,35.20000000000001,5.1,21.400000000000002,7.3
hike_13037,3.0,10.0,2.0,1.0,2.0,15.999999999999998,2.1,13.4,3.0
hike_13038,9.0,24.0,4.1,0.0,8.0,7.6,1.0,6.3,2.0
hike_13039,3.0,24.0,1.0,2.0,14.0,20.999999999999996,6.0,16.099999999999998,2.0
hike_1304,7.3,3.0,1.0,13.0,8.0,6.5,4.1,7.700000000000001,7.0
hike_13040,10.0,33.0,2.1,3.0,48.0,21.7,0.0,42.60000000000001,0.0
hike_13041,7.0,4.0,1.1,0.0,49.0,6.8999999999999995,1.0,27.600000000000005,4.0
hike_13042,17.0,8.0,2.0,20.0,33.0,12.199999999999998,2.0,13.1,2.0
hike_13043,11.0,2.0,2.0,21.0,19.0,5.0,0.2,9.999999999999998,5.3
hike_13044,12.0,41.0,4.199999999999999,3.0,3.0,27.5,0.2,7.599999999999999,0.0
hike_13045,2.0,0.0,1.0,21.0,10.0,2.3,5.0,13.399999999999999,8.0
hike_13046,5.0,17.0,1.0,6.0,9.0,23.6,6.4,19.3,3.0
hike_13047,5.0,0.0,2.0,36.0,19.0,7.8999999999999995,1.1,21.900000000000002,5.0
hike_13048,11.0,9.0,0.0,0.0,5.0,6.699999999999999,3.0,4.2,2.0
hike_13049,5.0,14.0,0.0,13.0,14.0,22.8,1.0,10.7,5.3
hike_1305,4.0,6.0,2.0,3.0,3.0,8.5,2.0,3.5999999999999996,2.0
hike_13050,5.0,6.0,0.0,7.0,6.0,2.5,2.0,5.199999999999999,3.0
hike_13051,1.0,20.0,0.0,2.0,43.0,14.999999999999998,2.1,17.4,3.0
hike_13052,2.0,4.0,2.0,0.0,8.0,10.500000000000002,0.1,14.899999999999999,2.0
hike_13053,5.0,9.1,0.0,45.0,54.0,5.699999999999999,0.1,16.2,3.0
hike_13054,11.0,1.0,7.1,1.0,4.0,26.099999999999994,2.0,8.899999999999997,5.0
hike_13055,5.0,3.0,1.0,0.0,7.0,3.7,0.0,10.4,6.0
hike_13056,7.0,0.0,1.0,20.0,8.0,6.099999999999998,0.0,6.500000000000001,3.0
hike_13057,4.0,40.0,9.5,7.0,16.0,31.6,4.199999999999999,30.400000000000006,3.1999999999999993
hike_13058,6.0,25.0,1.0,1.0,6.0,18.800000000000004,1.0,10.1,4.0
hike_13059,1.0,1.0,3.1,0.0,33.0,4.8,2.0,12.999999999999996,1.0
hike_1306,5.0,0.0,1.0,6.0,5.0,5.699999999999999,1.0,10.299999999999999,2.0
hike_13060,9.0,10.0,1.0,27.0,22.0,8.799999999999999,0.2,13.0,4.0
hike_13061,10.0,7.0,2.0,10.0,11.0,4.700000000000001,0.0,4.5,0.0
hike_13062,7.0,8.0,1.0,10.0,13.0,10.5,1.0,3.0,1.0
hike_13063,5.0,3.0,3.0,0.0,2.0,9.5,0.1,7.300000000000001,2.3
hike_13064,5.0,5.0,4.0,3.0,32.0,8.8,1.0,17.699999999999996,7.0
hike_13065,4.0,11.0,0.0,0.0,13.0,2.5,0.0,10.0,3.0
hike_13066,9.0,9.0,6.0,4.0,9.0,48.50000000000001,4.199999999999999,22.500000000000004,16.6
hike_13067,6.1,22.0,4.1,4.0,10.0,30.599999999999998,6.300000000000001,27.699999999999996,2.3
hike_13068,6.0,19.0,3.0,22.0,3.0,23.399999999999995,2.4,16.0,2.3
hike_13069,13.0,4.0,0.0,3.0,12.0,4.9,0.0,10.9,2.0
hike_1307,1.0,4.0,3.4,0.0,2.0,5.6,4.0,1.4000000000000001,1.0
hike_13070,4.0,12.0,2.9,0.0,2.0,10.5,1.0,6.3999999999999995,0.0
hike_13071,3.0,0.0,0.0,8.0,2.0,6.1000000000000005,1.0,7.299999999999998,2.0
hike_13072,6.0,0.0,3.1,44.0,25.0,2.3,0.0,19.300000000000004,5.0
hike_13073,10.0,6.0,6.0,0.0,9.0,19.999999999999996,0.3,13.899999999999999,4.0
hike_13074,6.0,20.0,1.0,0.0,6.0,17.3,3.1,13.2,7.0
hike_13075,1.0,24.0,0.0,0.0,6.0,4.7,2.0,7.8,1.0
hike_13076,9.0,5.0,2.1,18.0,25.0,5.5,1.1,7.3999999999999995,2.0
hike_13077,4.0,9.0,0.0,17.0,20.0,3.7000000000000006,0.0,11.100000000000001,3.0
hike_13078,4.0,9.0,1.0,20.0,20.0,4.3,0.0,7.1,2.0
hike_13079,6.0,16.0,2.0,0.0,8.0,15.100000000000001,4.0,5.5,3.3
hike_1308,2.0,10.0,9.0,3.0,3.0,21.299999999999997,1.0,4.1,3.0
hike_13080,8.0,9.0,5.0,0.0,18.0,4.899999999999999,1.0,9.2,2.0
hike_13081,1.0,9.0,0.30000000000000004,0.0,7.0,23.900000000000002,6.1,5.699999999999999,6.0
hike_13082,4.0,2.0,1.0,11.0,16.0,4.4,1.1,10.299999999999997,18.3
hike_13083,3.0,0.0,1.0,12.0,13.0,2.0,1.0,9.399999999999999,2.0
hike_13084,0.0,0.0,2.0,0.0,2.0,2.7,1.0,3.0,1.0
hike_13085,2.0,4.0,0.0,10.0,4.0,5.8,3.0,7.6,1.0
hike_13086,7.0,0.0,1.0,0.0,16.0,3.7000000000000006,1.1,9.799999999999997,4.6
hike_13087,5.0,1.0,1.1,15.0,8.0,13.3,1.0,9.3,11.8
hike_13088,3.0,25.0,6.0,20.0,2.0,9.5,0.1,6.6,4.0
hike_13089,3.0,0.0,0.0,0.0,6.0,1.1,0.0,11.3,1.0
hike_1309,1.0,0.0,3.0,0.0,13.0,3.0,2.0,16.799999999999997,12.0
hike_13090,3.0,0.0,3.0,3.0,3.0,2.3000000000000003,0.0,3.6999999999999997,0.0
hike_13091,5.0,18.0,2.5,1.0,1.0,15.599999999999998,6.4,14.299999999999999,0.3
hike_13092,3.0,5.0,0.0,10.0,3.0,7.6,1.0,8.7,0.0
hike_13093,4.0,2.0,4.2,2.0,4.0,18.8,2.0,9.499999999999998,2.0
hike_13094,5.0,7.0,1.4,0.0,13.0,5.7,2.0,6.199999999999999,0.3
hike_13095,3.0,11.0,3.0,3.0,6.0,11.7,2.1,5.8999999999999995,1.0
hike_13096,13.0,21.0,4.1,7.0,7.0,27.700000000000003,1.4,15.0,6.3
hike_13097,10.0,3.0,0.0,14.0,16.0,7.1,0.0,5.800000000000001,1.0
hike_13098,2.0,3.0,2.0,1.0,3.0,13.2,0.1,8.2,9.3
hike_13099,0.0,4.0,2.0,6.0,7.0,3.6,1.9000000000000001,2.6,5.3
hike_131,3.0,0.0,1.0,0.0,13.0,3.0000000000000004,1.0,9.6,1.0
hike_1310,4.0,1.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0
hike_13100,1.0,1.0,2.0,17.0,15.0,2.7,0.0,16.200000000000003,4.0
hike_13101,3.0,0.0,0.1,16.0,5.0,3.3000000000000003,0.0,7.3999999999999995,0.0
hike_13102,4.0,1.0,1.0,1.0,1.0,4.1,1.0,3.2000000000000006,1.0
hike_13103,2.0,5.0,2.0,13.0,9.0,8.2,0.1,4.4,1.6
hike_13104,6.0,3.0,1.0,0.0,1.0,1.2,0.0,1.4,0.0
hike_13105,2.0,1.0,1.1,6.0,9.0,0.30000000000000004,0.0,4.8,4.0
hike_13106,0.0,6.0,1.0,0.0,6.0,22.400000000000002,2.6999999999999997,18.7,3.0
hike_13107,1.0,3.0,0.0,1.0,9.0,3.8,0.0,5.8,1.0
hike_13108,1.0,0.1,0.0,3.0,7.0,1.6,14.2,9.799999999999999,7.0
hike_13109,8.0,20.0,1.0,8.0,5.0,6.7,2.1,6.3999999999999995,3.0
hike_1311,2.0,27.0,11.1,23.0,14.0,24.900000000000002,3.0,12.300000000000002,10.2
hike_13110,3.0,2.0,2.4,1.0,4.0,9.299999999999999,1.0,4.1000000000000005,4.0
hike_13111,2.0,3.0,0.0,7.0,9.0,5.499999999999999,0.0,8.0,2.3
hike_13112,1.0,3.0,0.0,6.0,12.0,0.0,0.0,5.8999999999999995,1.0
hike_13113,7.0,9.0,1.0,0.0,12.0,0.9000000000000001,1.0,3.7,0.0
hike_13114,2.5,2.0,0.0,0.0,1.0,11.499999999999998,3.0,9.1,1.0
hike_13115,6.0,2.0,2.0,0.0,6.0,19.299999999999997,3.1,11.7,3.0
hike_13116,2.0,1.0,0.0,2.0,1.0,2.1,0.0,1.9000000000000001,1.0
hike_13117,9.0,0.0,0.0,20.0,15.0,8.8,0.0,6.199999999999999,4.0
hike_13118,3.0,0.0,0.1,13.0,5.0,3.0000000000000004,0.0,4.699999999999999,1.0
hike_13119,6.1,2.0,2.0,1.0,3.0,9.2,1.0,2.2,4.0
hike_1312,10.0,21.0,1.0,2.0,10.0,12.100000000000001,2.0,9.7,0.0
hike_13120,1.0,8.0,1.0,0.0,2.0,3.9000000000000004,1.0,0.2,0.0
hike_13121,4.0,15.0,3.0,0.0,5.0,13.100000000000003,3.0,3.9000000000000004,0.6
hike_13122,1.0,0.0,1.0,14.0,11.0,2.1,0.0,12.0,10.0
hike_13123,2.0,5.0,3.1,3.0,1.0,7.5,0.1,5.300000000000001,5.3
hike_13124,5.0,7.0,3.0,9.0,6.0,1.4999999999999998,0.0,1.8000000000000003,0.0
hike_13125,1.0,8.0,1.0,1.0,2.0,8.4,0.0,6.199999999999999,0.0
hike_13126,0.0,1.0,2.0,0.0,0.0,4.7,0.0,2.7,0.0
hike_13127,2.0,0.0,2.0,1.0,14.0,0.30000000000000004,5.0,11.399999999999997,5.0
hike_13128,3.0,7.0,0.1,2.0,2.0,7.499999999999999,0.0,4.9,0.0
hike_13129,0.0,0.0,0.0,0.0,12.0,1.2000000000000002,1.0,1.9,6.0
hike_1313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hike_13130,5.0,7.0,0.0,1.0,7.0,15.000000000000002,2.0,6.099999999999999,3.5999999999999996
hike_13131,2.0,2.0,0.0,3.0,6.0,0.1,0.0,2.3000000000000003,0.0
hike_13132,1.0,1.0,0.0,1.0,1.0,0.4,0.0,5.799999999999999,0.0
hike_13133,5.0,3.0,0.0,0.0,6.0,4.5,0.0,6.5,2.0
hike_13134,4.0,2.0,1.0,8.0,3.0,1.4,0.0,1.7000000000000002,0.3
hike_13135,2.0,14.0,4.300000000000001,0.0,3.0,16.3,4.0,12.0,4.0
hike_13136,2.0,1.0,1.0,16.0,10.0,3.1,0.0,4.800000000000001,2.0
hike_13137,4.0,2.0,1.0,23.0,8.0,6.1,1.0,7.5,3.5999999999999996
hike_13138,0.0,2.0,0.0,1.0,2.0,5.6,0.3,3.9,2.0
hike_13139,2.0,1.0,0.0,0.0,14.0,5.0,2.0,4.800000000000001,2.0
hike_1314,4.0,6.0,2.0,10.0,4.0,3.8,2.0,0.7,0.0
hike_13140,1.0,0.0,1.0,0.0,9.0,0.0,7.0,7.0,1.0
hike_13141,6.0,0.0,0.0,9.0,13.0,3.6,2.0,10.9,2.4000000000000004
hike_13142,3.0,0.0,2.0,0.0,7.0,1.3,1.0,5.5,3.0
hike_13143,1.0,0.0,1.0,0.0,8.0,2.2,0.0,3.6,1.0
hike_13144,1.0,0.0,0.0,0.0,2.0,0.7999999999999999,0.0,6.2,1.0
hike_13145,5.0,7.0,0.0,11.0,8.0,3.6,1.1,10.5,2.0
hike_13146,1.0,1.0,0.0,0.0,13.0,2.4000000000000004,1.0,4.7,3.0
hike_13147,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hike_13148,4.0,2.0,2.0,0.0,0.0,6.199999999999999,1.1,4.9,1.0
hike_13149,0.0,2.0,0.1,0.0,1.0,3.0,0.0,1.3,1.0
hike_1315,4.0,3.0,19.0,0.0,10.0,10.699999999999998,5.0,4.4,6.6
hike_13150,3.0,3.0,0.4,1.0,4.0,3.8,4.1,3.0,1.3
hike_13151,1.0,4.0,0.0,5.0,5.0,2.8000000000000003,2.0,6.399999999999999,2.3
hike_13152,2.0,15.0,1.0,0.0,8.0,5.1000000000000005,0.0,2.6,1.3
hike_13153,0.0,0.0,0.0,0.0,1.0,6.999999999999998,0.0,7.399999999999999,1.3
hike_13154,0.0,0.0,1.0,7.0,3.0,0.5,1.0,6.200000000000001,1.0
hike_13155,5.0,0.0,1.0,8.0,7.0,0.5,0.0,10.7,6.0
hike_13156,1.0,2.0,1.0,0.0,2.0,13.9,0.0,5.7,2.0
hike_13157,2.0,0.0,1.0,16.0,11.0,1.4,0.0,3.5999999999999996,0.0
hike_13158,1.0,0.0,0.0,1.0,3.0,3.1,8.0,4.6000000000000005,1.0
hike_13159,2.0,2.0,3.0,0.0,11.0,8.399999999999999,0.0,11.200000000000001,4.0
hike_1316,3.0,11.0,6.0,8.0,7.0,19.700000000000003,2.3,6.6000000000000005,0.0
hike_13160,6.0,4.0,5.2,2.0,10.0,14.600000000000001,3.0,10.7,4.0
hike_13161,4.0,4.0,0.0,0.0,8.0,1.8,0.0,3.1,0.0
hike_13162,1.0,4.0,1.0,0.0,9.0,14.2,1.0,8.2,1.3
hike_13163,5.0,8.0,0.0,4.0,8.0,3.8000000000000003,1.1,8.299999999999999,8.6
hike_13164,0.0,1.0,0.0,0.0,12.0,1.4000000000000001,2.0,4.1,0.0
hike_13165,1.0,1.0,1.0,0.0,1.0,9.299999999999999,2.1,6.8999999999999995,0.0
hike_13166,3.0,7.0,1.0,14.0,14.0,1.5000000000000004,3.0,5.399999999999999,0.0
hike_13167,10.0,17.0,0.0,2.0,4.0,7.800000000000001,2.0,3.6,6.0
hike_13168,7.0,2.0,1.0,0.0,4.0,8.499999999999998,1.0,9.1,3.0
hike_13169,1.0,0.0,0.0,0.0,3.0,2.1,0.0,3.5999999999999996,0.0
hike_1317,0.0,10.0,2.0,2.0,11.0,2.4,4.0,9.7,5.6
hike_13170,3.0,8.0,1.0,1.0,1.0,5.499999999999998,1.0,4.0,0.0
hike_13171,3.0,6.0,4.0,11.0,4.0,15.799999999999999,0.0,13.999999999999998,1.6
hike_13172,2.0,1.0,0.1,0.0,8.0,6.199999999999999,5.0,11.1,3.3
hike_13173,2.0,15.0,2.0,15.0,4.0,8.3,2.0,6.500000000000001,1.0
hike_13174,7.0,1.0,0.0,0.0,5.0,1.0999999999999999,0.0,2.7,3.0
hike_13175,3.0,2.0,0.0,11.0,3.0,2.8,0.1,2.8000000000000003,0.0
hike_13176,2.0,4.0,0.0,12.0,7.0,1.6,0.0,3.1,0.0
hike_13177,0.0,0.0,0.0,3.0,7.0,2.2,0.0,2.3000000000000003,0.0
hike_13178,1.0,2.0,1.0,0.0,0.0,8.399999999999999,1.0,3.4,1.3
hike_13179,3.0,4.0,0.0,0.0,14.0,4.5,1.0,8.5,3.0
hike_1318,5.0,8.0,0.2,4.0,6.0,4.0,0.1,4.2,2.0
hike_13180,0.0,1.0,0.1,0.0,3.0,2.6,0.0,4.0,2.0
hike_13181,2.0,2.1,3.2,1.0,3.0,11.0,2.9,3.1000000000000005,1.0
hike_13182,0.0,0.0,0.0,1.0,6.0,1.6,0.0,3.1999999999999997,2.0
hike_13183,2.0,11.0,3.0,7.0,8.0,16.2,3.0,14.8,2.3
hike_13184,0.0,3.0,0.0,7.0,4.0,0.9000000000000001,0.0,3.4,1.0
hike_13185,2.0,0.0,1.0,11.0,9.0,0.9,0.0,5.699999999999999,2.0
hike_13186,0.0,0.0,0.0,2.0,7.0,0.2,1.0,5.7,4.0
hike_13187,1.0,2.0,0.0,0.0,1.0,1.2000000000000002,0.0,2.9,0.0
hike_13188,0.0,0.0,0.0,3.0,7.0,2.0,0.0,1.8,0.0
hike_13189,2.0,3.0,1.0,11.0,6.0,11.399999999999999,2.1,8.099999999999998,3.6
hike_1319,3.2,4.0,3.2,0.0,18.0,6.3999999999999995,14.1,11.799999999999995,20.0
hike_13190,2.0,0.0,0.0,2.0,5.0,5.9,3.0,6.6,4.0
hike_13191,2.0,1.0,0.0,7.0,1.0,1.9000000000000001,0.0,3.3000000000000003,2.0
hike_13192,2.0,12.0,1.0,8.0,2.0,10.0,0.0,5.199999999999999,2.0
hike_13193,3.0,5.0,0.0,0.0,0.0,1.4000000000000001,1.1,3.2,0.0
hike_13194,1.0,3.0,0.0,0.0,2.0,2.5,0.0,1.3,4.0
hike_13195,0.0,8.0,1.0,0.0,2.0,1.1,0.0,5.4,1.0
hike_13196,4.0,3.0,3.0,0.0,1.0,7.8,0.0,4.1000000000000005,0.0
hike_13197,1.0,7.0,1.0,1.0,2.0,5.8,0.0,4.3,0.0
hike_13198,1.0,0.0,0.0,1.0,2.0,2.4,0.0,3.8,0.0
hike_13199,1.0,3.0,1.0,0.0,1.0,5.5,1.0,3.3,0.0
hike_132,2.0,1.0,0.0,0.0,3.0,1.1,2.0,2.7,1.0
hike_1320,4.0,5.0,3.0,15.0,19.0,4.2,0.0,12.599999999999998,4.0
hike_13200,1.0,5.0,1.0,0.0,2.0,14.2,1.3,3.6000000000000005,1.3
hike_13201,0.0,0.0,0.0,2.0,1.0,0.1,0.0,0.0,2.0
hike_13202,0.0,3.0,0.0,0.0,2.0,2.1,0.0,1.0,2.0
hike_13203,4.0,8.0,0.0,1.0,3.0,8.6,0.0,4.5,0.0
hike_13204,0.0,4.0,0.1,1.0,4.0,6.9,0.4,5.6,0.3
hike_13205,5.0,1.0,6.0,4.0,6.0,18.599999999999998,0.0,8.8,2.3
hike_13206,1.0,0.0,1.0,0.0,6.0,2.4,2.0,5.800000000000001,7.3
hike_13207,1.0,4.0,0.0,0.0,3.0,3.7,0.0,2.5,0.0
hike_13208,3.0,0.0,0.0,6.0,6.0,3.8,0.1,3.8000000000000007,3.3
hike_13209,3.0,0.0,0.1,1.0,5.0,0.8999999999999999,4.0,6.6,4.0
hike_1321,3.0,3.0,1.0,0.0,1.0,3.0,0.0,2.2,0.0
hike_13210,5.0,2.0,1.0,3.0,7.0,3.4000000000000004,0.0,6.1,2.0
hike_13211,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
hike_13212,1.0,2.0,2.0,0.0,0.0,2.4000000000000004,0.1,1.5,0.0
hike_13213,0.0,2.0,0.0,0.0,1.0,6.3999999999999995,0.1,0.4,0.0
hike_13214,3.0,3.0,0.0,1.0,2.0,7.6,1.1,5.500000000000001,0.3
hike_13215,3.0,0.0,0.0,4.0,5.0,1.3,0.0,8.700000000000001,2.0
hike_13216,1.0,3.0,0.0,0.0,0.0,2.1,0.0,1.6,0.0
hike_13217,1.0,0.0,0.0,2.0,5.0,1.6000000000000003,5.1,3.2,0.0
hike_13218,2.0,3.0,2.0,0.0,5.0,2.4,1.0,2.3,1.0
hike_13219,1.0,2.0,0.0,3.0,3.0,1.8,1.0,4.7,1.3
hike_1322,5.0,11.0,8.0,9.0,24.0,8.0,2.2,6.6000000000000005,2.3
hike_13220,1.0,1.0,0.0,0.0,3.0,4.4,1.0,5.1,6.0
hike_13221,1.0,0.0,0.0,5.0,3.0,2.6,0.0,1.6,1.0
hike_13222,2.0,1.0,0.0,0.0,0.0,0.4,0.0,1.2,1.0
hike_13223,5.0,0.0,0.1,5.0,10.0,4.0,3.0,4.7,1.0
hike_13224,2.0,1.0,0.0,0.0,1.0,0.6,1.0,2.9,1.0
hike_13225,1.0,3.0,0.0,0.0,1.0,7.3999999999999995,1.0,4.8999999999999995,0.0
hike_13226,2.0,3.0,1.0,5.0,3.0,2.3000000000000003,2.0,6.0,1.0
hike_13227,0.0,0.0,0.0,6.0,11.0,1.8,1.0,6.1,4.0
hike_13228,2.0,0.0,0.0,0.0,5.0,2.0,1.1,3.6999999999999997,2.0
hike_13229,1.0,12.0,1.0,0.0,4.0,3.5000000000000004,1.0,5.3,0.0
hike_1323,3.0,6.0,1.0,2.0,5.0,7.700000000000001,4.0,5.9,0.3
hike_13230,5.0,0.0,2.0,0.0,7.0,2.2,2.0,4.6,0.0
hike_13231,4.0,0.0,1.0,0.0,8.0,1.6,1.0,1.9000000000000001,0.0
hike_13232,2.0,3.0,0.0,7.0,5.0,2.7,0.4,3.8000000000000003,0.0
hike_13233,2.0,0.0,1.0,2.0,0.0,3.0,0.0,3.3,0.0
hike_13234,4.0,4.0,1.0,0.0,2.0,7.6000000000000005,1.0,2.3,1.0
hike_13235,1.0,0.0,0.0,0.0,2.0,0.1,0.0,1.6,0.0
hike_13236,1.0,0.0,0.0,4.0,8.0,1.3,2.0,5.6,2.0
hike_13237,0.0,3.0,0.0,0.0,3.0,0.6,0.0,3.9000000000000004,1.0
hike_13238,2.0,2.0,0.0,1.0,2.0,7.800000000000001,2.0,5.1,7.0
hike_13239,0.0,0.0,0.0,1.0,0.0,0.7,0.0,1.3,1.0
hike_1324,3.0,1.0,0.0,11.0,17.0,3.4,2.3,12.199999999999998,1.0
hike_13240,1.0,1.0,0.0,0.0,2.0,2.4,0.0,1.8,0.0
hike_13241,0.0,0.0,1.0,0.0,2.0,0.6,0.0,2.2,1.0
hike_13242,2.0,0.0,1.0,13.0,8.0,1.2000000000000002,0.1,7.0,1.0
hike_13243,0.1,0.0,0.0,12.0,16.0,3.5,1.0,8.5,3.2
hike_13244,0.0,0.0,0.0,1.0,2.0,0.7999999999999999,0.0,0.6,2.0
hike_13245,2.0,3.0,1.0,5.0,2.0,9.899999999999999,1.1,8.1,3.0
hike_13246,1.0,1.0,0.0,0.0,3.0,2.2,0.0,2.0,0.0
hike_13247,1.0,1.0,0.0,1.0,3.0,3.1,0.0,2.1,1.0
hike_13248,2.0,0.0,1.0,0.0,11.0,11.2,1.1,12.099999999999998,8.0
hike_13249,1.0,8.0,0.0,0.0,8.0,2.8,0.0,4.6000000000000005,0.0
hike_1325,2.0,0.0,0.0,0.0,4.0,2.0,0.0,2.3,1.3
hike_13250,1.0,2.0,4.0,0.0,2.0,7.500000000000001,0.8,4.1,2.0
hike_13251,0.0,1.0,0.1,2.0,7.0,2.8000000000000003,0.0,8.700000000000001,4.3
hike_13252,0.0,0.0,3.0,5.0,3.0,1.2000000000000004,0.0,3.3,2.0
hike_13253,0.0,0.0,0.0,0.0,2.0,0.2,0.0,0.30000000000000004,2.0
hike_13254,4.0,10.0,1.0,8.0,10.0,3.3,2.1,7.6,1.0
hike_13255,3.0,0.0,0.0,1.0,8.0,1.2,2.0,9.999999999999998,3.3
hike_13256,2.0,1.0,0.0,4.0,1.0,4.1,2.1,1.7,3.1
hike_13257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hike_13258,1.0,2.0,0.0,1.0,3.0,4.5,1.0,2.4000000000000004,1.0
hike_13259,5.0,3.0,1.0,0.0,5.0,5.0,4.1,8.6,2.0
hike_1326,5.0,18.0,11.0,13.0,10.0,15.6,3.0,14.5,7.0
hike_13260,1.0,2.0,0.0,4.0,2.0,1.1,0.0,1.7,0.0
hike_13261,1.0,4.0,5.0,0.0,7.0,17.7,2.0,5.399999999999999,5.0
hike_13262,2.0,4.0,0.0,2.0,5.0,3.2,0.0,2.8,0.0
hike_13263,0.0,2.0,0.0,5.0,2.0,3.8000000000000003,2.0,2.8,1.0
hike_13264,2.0,1.0,0.0,0.0,2.0,3.1,0.0,1.9000000000000001,1.0
hike_13265,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.7999999999999998,2.0
hike_13266,3.0,1.0,0.0,0.0,6.0,0.1,0.0,4.9,2.0
hike_13267,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.1,0.0
hike_13268,1.0,0.0,0.0,0.0,2.0,0.9,0.0,1.9,1.0
hike_13269,0.0,1.0,2.0,0.0,6.0,1.2,0.0,0.9999999999999999,1.0
hike_1327,2.0,0.0,1.0,1.0,10.0,3.4,0.0,5.4,6.8999999999999995
hike_13270,2.0,2.0,1.0,10.0,6.0,2.2,0.2,3.9,0.3
hike_13271,0.0,1.0,0.0,0.0,3.0,2.1,0.0,2.6,4.3
hike_13272,3.0,1.0,0.0,10.0,7.0,3.7,1.0,3.4000000000000004,3.0
hike_13273,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.1,1.0
hike_13274,2.0,2.0,0.0,0.0,4.0,0.6,0.0,7.4,3.5999999999999996
hike_13275,2.0,2.0,1.1,3.0,2.0,10.499999999999998,1.0,13.000000000000002,5.6
hike_13276,1.0,0.0,0.0,3.0,1.0,0.1,1.0,0.0,2.0
hike_13277,0.0,4.0,0.0,1.0,1.0,8.1,0.0,3.9000000000000004,1.0
hike_13278,1.0,0.0,0.0,5.0,5.0,0.1,0.0,2.1,0.0
hike_13279,2.0,6.0,0.0,1.0,4.0,1.1,1.0,3.8000000000000007,5.6
