hike_id,Bring Bug Spray,Easy Difficulty,Family Friendly,Hard Difficulty,Lake/Waterfall/Pond,Parking Issues,Rocky Conditions,Snow/Icy Conditions,Well Maintained
hike_5026,0,1,1,1,0,0,0,0,0
hike_4025,0,1,1,1,0,0,0,0,0
hike_6010,0,0,1,1,0,0,1,0,0
hike_4026,0,0,1,1,0,0,0,0,1
hike_5027,0,0,1,1,0,0,0,1,0
hike_6011,0,1,1,0,1,0,0,0,0
hike_4027,0,0,1,1,0,0,1,0,0
hike_5028,0,0,1,1,0,0,1,0,0
hike_5029,0,0,1,0,0,1,1,0,0
hike_4028,0,0,1,1,0,0,1,0,0
hike_5493,0,0,0,0,0,0,0,0,0
hike_6012,0,1,1,0,0,1,0,0,0
hike_5030,0,0,1,1,0,0,1,0,0
hike_4029,0,1,0,1,1,0,0,0,0
hike_5031,0,0,1,0,1,0,0,0,1
hike_6013,0,0,1,0,0,1,1,0,0
hike_5032,0,0,0,1,1,0,1,0,0
hike_4030,0,1,0,1,0,0,1,0,0
hike_5033,0,1,0,1,0,0,1,0,0
hike_6014,0,0,1,0,0,0,1,0,1
hike_4031,0,0,1,1,0,0,1,0,0
hike_5499,0,0,1,0,1,0,0,0,1
hike_5034,0,1,0,0,1,0,1,0,0
hike_5035,0,1,0,0,1,0,1,0,0
hike_4032,0,0,1,1,0,0,1,0,0
hike_6015,0,1,0,1,0,0,1,0,0
hike_5036,0,1,1,0,1,0,0,0,0
hike_6016,0,1,0,0,1,1,0,0,0
hike_5037,0,1,1,0,1,0,0,0,0
hike_4033,0,1,1,0,1,0,0,0,0
hike_5038,0,0,0,1,1,0,1,0,0
hike_5039,0,1,1,0,1,0,0,0,0
hike_5107,0,0,0,1,1,0,0,0,1
hike_4034,0,0,1,1,0,0,1,0,0
hike_5040,1,0,1,0,0,0,0,1,0
hike_5041,0,1,0,1,1,0,0,0,0
hike_5042,0,0,0,1,0,1,1,0,0
hike_6017,0,1,1,0,0,0,0,0,1
hike_4035,0,0,1,1,0,0,1,0,0
hike_5043,0,0,0,1,0,0,1,1,0
hike_6018,0,1,1,0,0,0,1,0,0
hike_5044,0,1,0,1,0,0,0,1,0
hike_4036,0,1,1,1,0,0,0,0,0
hike_5045,0,0,1,1,0,0,1,0,0
hike_6019,0,0,1,0,0,1,0,0,1
hike_5046,0,0,1,1,0,0,1,0,0
hike_4037,0,0,1,1,0,0,1,0,0
hike_5047,0,1,1,0,1,0,0,0,0
hike_5048,0,1,0,0,1,0,1,0,0
hike_6020,0,1,1,0,0,1,0,0,0
hike_4038,0,0,0,1,1,0,1,0,0
hike_5049,0,0,1,1,0,0,0,1,0
hike_5050,0,1,1,1,0,0,0,0,0
hike_4039,0,0,1,1,0,0,1,0,0
hike_5051,0,1,1,0,1,0,0,0,0
hike_5502,0,0,0,0,0,0,0,0,0
hike_4040,0,0,1,0,1,0,0,0,1
hike_5052,0,1,1,0,1,0,0,0,0
hike_5053,0,1,1,0,1,0,0,0,0
hike_6021,0,1,1,1,0,0,0,0,0
hike_5054,0,0,0,1,0,0,1,1,0
hike_4041,0,1,0,0,1,1,0,0,0
hike_5055,0,1,1,0,1,0,0,0,0
hike_5056,0,1,0,1,1,0,0,0,0
hike_4042,0,0,1,1,1,0,0,0,0
hike_5057,0,1,0,0,1,0,1,0,0
hike_5058,0,1,1,0,0,0,1,0,0
hike_7476,0,1,0,1,0,0,0,0,1
hike_6022,0,0,1,1,0,1,0,0,0
hike_5059,0,0,1,0,1,0,1,0,0
hike_5060,0,1,1,0,0,1,0,0,0
hike_4043,0,0,1,1,0,0,1,0,0
hike_5061,0,1,1,0,1,0,0,0,0
hike_6023,0,0,1,1,0,0,1,0,0
hike_5062,0,1,0,1,1,0,0,0,0
hike_4044,0,0,1,1,0,0,1,0,0
hike_5063,0,0,0,1,0,0,1,1,0
hike_5064,0,0,0,1,0,1,0,0,1
hike_4045,0,0,1,1,0,0,1,0,0
hike_5115,0,0,0,1,0,0,1,1,0
hike_6024,0,0,1,0,1,0,0,0,1
hike_5065,0,1,0,1,1,0,0,0,0
hike_4046,0,0,1,0,1,1,0,0,0
hike_5066,0,1,1,1,0,0,0,0,0
hike_5067,0,0,1,1,0,0,1,0,0
hike_6025,0,1,1,0,0,1,0,0,0
hike_5068,0,0,0,1,0,1,1,0,0
hike_4047,0,0,1,0,0,1,1,0,0
hike_6026,0,1,1,1,0,0,0,0,0
hike_5069,0,0,1,1,0,0,1,0,0
hike_5070,0,1,0,0,1,0,1,0,0
hike_6027,0,1,0,1,0,0,1,0,0
hike_4048,0,0,1,1,0,0,1,0,0
hike_5071,0,0,1,1,0,0,1,0,0
hike_5072,0,0,1,1,0,0,0,0,1
hike_6028,0,1,1,0,0,1,0,0,0
hike_5073,0,1,0,1,0,0,1,0,0
hike_4049,0,0,0,1,0,0,1,0,1
hike_5074,0,1,0,0,0,0,1,0,1
hike_5075,0,1,1,1,0,0,0,0,0
hike_5076,0,1,1,0,0,0,1,0,0
hike_5077,0,1,1,0,0,0,0,0,1
hike_6378,0,1,0,1,0,1,0,0,0
hike_6029,0,0,1,1,0,0,0,0,1
hike_5078,0,0,1,1,0,0,1,0,0
hike_4050,0,1,1,0,0,0,1,0,0
hike_5079,1,0,0,1,1,0,0,0,0
hike_5080,0,0,1,1,0,0,0,1,0
hike_5081,0,1,0,0,1,0,0,0,1
hike_5082,0,0,0,1,0,0,1,1,0
hike_5083,0,0,0,1,0,0,1,1,0
hike_4051,0,0,1,0,1,0,0,0,1
hike_6030,0,1,1,0,1,0,0,0,0
hike_5084,0,0,0,1,1,0,1,0,0
hike_5085,0,0,1,0,1,0,0,0,1
hike_5086,0,1,1,1,0,0,0,0,0
hike_6031,0,1,1,0,0,0,0,0,1
hike_5087,0,0,1,0,0,0,1,1,0
hike_4052,0,1,1,0,0,0,1,0,0
hike_5088,0,1,1,0,0,0,0,0,1
hike_6032,0,1,0,1,0,0,1,0,0
hike_5089,0,1,0,1,0,0,0,0,1
hike_4053,0,0,1,1,0,0,1,0,0
hike_5090,0,1,1,0,0,0,0,1,0
hike_6033,0,1,1,0,0,0,1,0,0
hike_4054,0,1,1,1,0,0,0,0,0
hike_5092,0,0,1,1,0,0,1,0,0
hike_5093,0,0,1,0,1,0,1,0,0
hike_5094,0,1,0,1,0,0,0,0,1
hike_5095,0,1,0,1,1,0,0,0,0
hike_6034,0,1,0,1,0,1,0,0,0
hike_5096,0,1,1,0,0,0,0,0,1
hike_4055,0,1,0,0,1,1,0,0,0
hike_5097,0,1,0,1,0,0,1,0,0
hike_6035,0,1,1,1,0,0,0,0,0
hike_4056,0,1,1,0,0,0,1,0,0
hike_5099,0,1,1,0,0,0,0,0,1
hike_5100,1,1,0,1,0,0,0,0,0
hike_6036,0,1,1,0,0,1,0,0,0
hike_5101,0,1,1,1,0,0,0,0,0
hike_5102,0,1,1,0,0,0,1,0,0
hike_5103,0,1,0,1,0,0,1,0,0
hike_6037,0,1,0,0,0,1,1,0,0
hike_5104,0,1,0,1,0,0,0,1,0
hike_4057,0,1,1,1,0,0,0,0,0
hike_5105,0,1,1,0,1,0,0,0,0
hike_5106,0,1,1,1,0,0,0,0,0
hike_6038,0,1,0,1,1,0,0,0,0
hike_5108,0,1,1,0,0,0,0,0,1
hike_4058,0,1,1,0,1,0,0,0,0
hike_5109,0,1,1,0,0,0,0,0,1
hike_5110,0,0,0,1,0,0,1,1,0
hike_5111,0,1,0,0,0,0,1,0,1
hike_5112,1,0,0,1,1,0,0,0,0
hike_5113,0,1,1,1,0,0,0,0,0
hike_4059,0,1,1,0,0,0,1,0,0
hike_6039,0,0,1,0,1,1,0,0,0
hike_5114,0,1,0,1,0,0,0,0,1
hike_5116,0,0,1,1,0,0,0,0,1
hike_6040,0,1,0,1,0,0,1,0,0
hike_4060,0,0,0,1,0,0,1,0,1
hike_5117,0,1,0,1,0,0,0,0,1
hike_5118,0,1,0,1,1,0,0,0,0
hike_5119,0,1,0,1,0,0,0,0,1
hike_6041,0,1,1,0,0,0,1,0,0
hike_5120,0,1,1,0,1,0,0,0,0
hike_5121,0,0,1,0,0,0,1,0,1
hike_5122,0,1,1,0,1,0,0,0,0
hike_5123,0,1,1,0,0,0,1,0,0
hike_5147,0,1,1,0,1,0,0,0,0
hike_4061,0,1,0,1,0,0,0,0,1
hike_6042,0,1,1,0,0,0,1,0,0
hike_5124,0,1,0,0,1,0,0,0,1
hike_5125,0,1,1,0,0,0,0,1,0
hike_5126,0,1,0,0,0,0,1,0,1
hike_6043,0,1,1,1,0,0,0,0,0
hike_5127,0,1,1,0,0,0,0,0,1
hike_5128,0,1,0,0,1,0,0,0,1
hike_4062,0,0,0,1,0,1,1,0,0
hike_5129,1,0,0,0,1,0,0,0,1
hike_5130,0,1,0,0,1,0,0,0,1
hike_6044,0,0,0,1,0,1,1,0,0
hike_5131,1,0,0,1,0,0,0,0,1
hike_4063,0,0,1,1,0,0,1,0,0
hike_5132,0,1,0,1,0,0,0,0,1
hike_5133,1,0,1,1,0,0,0,0,0
hike_5134,0,0,1,0,0,0,1,1,0
hike_4064,0,0,1,1,0,0,1,0,0
hike_5135,0,0,1,0,0,0,0,1,1
hike_6045,0,1,1,0,1,0,0,0,0
hike_5136,0,1,0,1,1,0,0,0,0
hike_5137,1,0,0,1,0,0,0,1,0
hike_4073,0,1,0,1,0,0,1,0,0
hike_6046,0,1,1,0,0,1,0,0,0
hike_5138,0,1,1,0,1,0,0,0,0
hike_5139,0,0,1,1,0,0,1,0,0
hike_4065,0,1,1,0,0,0,1,0,0
hike_4066,0,1,1,0,1,0,0,0,0
hike_4067,0,1,1,1,0,0,0,0,0
hike_4068,0,1,1,1,0,0,0,0,0
hike_4069,0,0,1,1,0,0,1,0,0
hike_4070,0,1,1,0,0,0,1,0,0
hike_4071,0,0,1,1,0,0,0,0,1
hike_4072,0,1,1,0,1,0,0,0,0
hike_4074,0,0,0,1,1,0,1,0,0
hike_4075,0,0,1,1,0,0,0,0,1
hike_6047,0,1,1,0,0,1,0,0,0
hike_4076,0,0,0,1,0,1,1,0,0
hike_4077,1,0,1,0,1,0,0,0,0
hike_4078,0,1,1,0,0,1,0,0,0
hike_6048,0,1,1,0,0,0,0,0,1
hike_4079,0,1,0,0,0,1,1,0,0
hike_6049,0,1,1,0,1,0,0,0,0
hike_4080,0,1,0,1,0,0,1,0,0
hike_6050,0,0,0,1,0,0,1,0,1
hike_6051,0,0,1,1,0,0,0,0,1
hike_4081,0,1,1,0,1,0,0,0,0
hike_5140,0,0,1,1,0,0,1,0,0
hike_5141,1,1,0,0,0,1,0,0,0
hike_5142,0,0,0,1,1,0,1,0,0
hike_4082,0,0,1,1,0,0,1,0,0
hike_6052,0,1,0,0,1,0,1,0,0
hike_5143,0,0,1,0,0,0,0,1,1
hike_5144,0,1,0,1,0,0,1,0,0
hike_5145,0,0,0,1,1,0,0,0,1
hike_5146,0,1,0,0,1,0,0,0,1
hike_6053,0,1,0,1,0,0,1,0,0
hike_5148,0,1,0,1,0,0,0,0,1
hike_4083,0,1,1,0,0,0,0,0,1
hike_5149,0,1,1,0,0,0,0,0,1
hike_5150,0,0,1,0,0,0,1,1,0
hike_5151,0,0,1,1,0,0,1,0,0
hike_6054,0,1,1,1,0,0,0,0,0
hike_5152,0,1,1,0,0,0,0,0,1
hike_5153,0,0,1,1,0,0,0,0,1
hike_4084,0,1,1,0,0,0,1,0,0
hike_5154,0,1,1,0,0,1,0,0,0
hike_5244,0,1,1,1,0,0,0,0,0
hike_5155,0,1,1,0,0,0,0,0,1
hike_4085,0,0,1,1,1,0,0,0,0
hike_5156,0,0,1,1,0,0,0,1,0
hike_6055,0,0,0,1,0,0,1,0,1
hike_5157,0,1,0,1,0,1,0,0,0
hike_5158,0,1,0,1,0,0,0,0,1
hike_5159,1,0,1,1,0,0,0,0,0
hike_5160,0,0,0,1,0,1,0,0,1
hike_5161,1,0,0,1,0,0,0,0,1
hike_5162,0,0,1,1,0,0,0,0,1
hike_6056,0,1,1,1,0,0,0,0,0
hike_5170,0,1,1,0,0,0,0,0,1
hike_4086,0,0,1,1,0,1,0,0,0
hike_5163,0,0,0,1,1,0,0,0,1
hike_5164,0,0,1,0,1,0,0,0,1
hike_5165,1,0,0,1,0,0,1,0,0
hike_4087,0,0,0,1,1,1,0,0,0
hike_5166,0,0,0,1,1,0,0,1,0
hike_5167,0,1,1,0,0,0,0,0,1
hike_6057,0,1,1,1,0,0,0,0,0
hike_5168,0,0,0,1,1,0,0,1,0
hike_5169,0,1,0,0,0,0,1,0,1
hike_4088,0,1,1,0,1,0,0,0,0
hike_5171,0,0,0,1,1,0,1,0,0
hike_5172,0,0,0,1,0,0,1,1,0
hike_5173,0,1,0,0,0,0,1,0,1
hike_5174,0,0,1,1,0,0,0,1,0
hike_6058,0,1,1,0,0,0,0,0,1
hike_5175,0,1,1,0,0,0,0,0,1
hike_5176,0,0,0,1,0,0,1,0,1
hike_4089,0,1,1,0,0,1,0,0,0
hike_5177,0,0,1,1,0,0,1,0,0
hike_4090,0,0,1,0,0,1,1,0,0
hike_5178,0,1,0,1,0,1,0,0,0
hike_5179,0,0,0,1,1,0,1,0,0
hike_6059,0,0,1,0,0,0,1,0,1
hike_5180,0,0,0,1,1,1,0,0,0
hike_5181,1,1,0,0,1,0,0,0,0
hike_5182,0,1,1,0,1,0,0,0,0
hike_4091,0,0,1,1,1,0,0,0,0
hike_5183,0,1,1,1,0,0,0,0,0
hike_6060,0,0,1,0,0,1,1,0,0
hike_5184,0,1,0,0,0,0,1,0,1
hike_5185,0,1,0,0,1,0,1,0,0
hike_5186,1,1,0,0,1,0,0,0,0
hike_5187,0,0,0,1,0,0,0,1,1
hike_4092,0,0,1,1,0,0,1,0,0
hike_6061,0,1,1,0,0,1,0,0,0
hike_5188,0,1,1,0,0,0,0,0,1
hike_5189,0,0,1,1,1,0,0,0,0
hike_5190,0,1,1,0,0,0,0,0,1
hike_5191,0,1,0,0,0,0,0,1,1
hike_4093,0,1,1,0,0,0,1,0,0
hike_5192,0,0,1,1,0,0,0,1,0
hike_5193,0,1,1,0,1,0,0,0,0
hike_5194,0,1,0,1,0,0,0,0,1
hike_5203,0,0,1,1,0,0,1,0,0
hike_5195,0,0,1,1,0,0,1,0,0
hike_6062,0,0,1,1,0,1,0,0,0
hike_5196,0,1,0,1,0,0,0,0,1
hike_5197,0,1,1,0,0,0,0,0,1
hike_5198,0,1,1,0,0,0,1,0,0
hike_5199,0,1,0,1,0,1,0,0,0
hike_5200,0,0,1,0,1,0,0,0,1
hike_6063,0,0,1,1,0,0,0,0,1
hike_4094,0,1,1,0,0,0,1,0,0
hike_5201,0,1,1,0,0,0,1,0,0
hike_5202,0,1,0,1,1,0,0,0,0
hike_5204,0,1,0,1,1,0,0,0,0
hike_5205,0,1,1,0,1,0,0,0,0
hike_5206,1,1,0,0,1,0,0,0,0
hike_5207,0,1,1,0,1,0,0,0,0
hike_4095,0,1,0,0,1,0,0,0,1
hike_6064,0,1,1,0,0,0,0,0,1
hike_5208,1,0,0,1,0,0,0,1,0
hike_5209,0,1,0,0,1,0,0,0,1
hike_5210,1,1,0,1,0,0,0,0,0
hike_5211,0,0,1,1,0,1,0,0,0
hike_6065,0,1,1,0,0,1,0,0,0
hike_5212,0,0,1,0,0,1,0,0,1
hike_5213,0,1,0,1,0,0,0,0,1
hike_5214,0,0,1,1,0,0,0,0,1
hike_4096,0,0,1,1,0,0,0,0,1
hike_5215,0,1,0,1,1,0,0,0,0
hike_5216,0,0,0,0,1,0,1,1,0
hike_5217,0,0,1,1,0,0,1,0,0
hike_6066,0,1,1,0,0,0,1,0,0
hike_5218,0,1,1,1,0,0,0,0,0
hike_5219,0,0,1,1,0,0,1,0,0
hike_5220,0,0,1,1,0,0,0,0,1
hike_5222,0,1,0,0,1,0,0,1,0
hike_5223,0,1,1,0,1,0,0,0,0
hike_6067,0,1,1,0,1,0,0,0,0
hike_4097,0,1,0,1,1,0,0,0,0
hike_5224,0,1,1,0,0,1,0,0,0
hike_6068,0,0,1,1,0,0,1,0,0
hike_5225,0,0,1,0,0,0,1,1,0
hike_5226,0,1,0,0,1,1,0,0,0
hike_4098,0,1,1,0,0,0,1,0,0
hike_5227,0,1,1,1,0,0,0,0,0
hike_5228,0,1,0,0,1,0,0,0,1
hike_5229,0,0,0,0,0,0,0,0,0
hike_5230,0,0,1,1,0,0,0,1,0
hike_5231,0,1,0,0,1,0,0,1,0
hike_6069,0,1,1,0,0,0,0,0,1
hike_5232,0,1,0,1,0,1,0,0,0
hike_5233,0,1,1,0,0,0,0,0,1
hike_5234,0,1,1,1,0,0,0,0,0
hike_5235,0,1,0,1,1,0,0,0,0
hike_4099,0,0,0,1,0,0,1,0,1
hike_5236,0,1,0,1,0,0,1,0,0
hike_5237,0,0,1,0,1,0,0,0,1
hike_5238,0,0,1,0,1,0,0,0,1
hike_6070,0,1,1,0,0,0,0,0,1
hike_4100,0,0,1,1,1,0,0,0,0
hike_5239,0,1,1,0,1,0,0,0,0
hike_5240,0,1,0,0,1,0,0,0,1
hike_5241,0,0,1,0,1,0,0,1,0
hike_7002,0,0,1,1,0,1,0,0,0
hike_5242,0,0,1,1,1,0,0,0,0
hike_6071,0,1,0,1,0,0,1,0,0
hike_5243,0,1,1,1,0,0,0,0,0
hike_5245,0,0,1,0,1,0,1,0,0
hike_5246,0,1,0,0,1,0,0,0,1
hike_4101,0,1,0,0,0,1,1,0,0
hike_5247,0,0,0,1,0,0,0,1,1
hike_5248,1,0,1,0,0,0,0,0,1
hike_6072,0,1,1,0,0,1,0,0,0
hike_5249,1,1,1,0,0,0,0,0,0
hike_4102,0,1,1,0,0,0,1,0,0
hike_5250,1,1,0,0,0,0,1,0,0
hike_5251,0,1,0,0,0,0,1,0,1
hike_5252,0,0,1,0,0,0,0,1,1
hike_4103,0,1,1,0,0,0,1,0,0
hike_5253,0,0,0,1,1,0,0,0,1
hike_5254,1,0,1,0,0,0,0,0,1
hike_5255,0,1,1,0,0,0,0,0,1
hike_5256,1,1,0,0,1,0,0,0,0
hike_5257,0,1,1,0,0,0,0,0,1
hike_4104,0,1,1,1,0,0,0,0,0
hike_5258,0,1,1,1,0,0,0,0,0
hike_6073,0,1,0,0,1,0,1,0,0
hike_5259,0,0,1,1,0,1,0,0,0
hike_5260,0,0,1,1,0,0,1,0,0
hike_5261,0,0,1,1,1,0,0,0,0
hike_5262,0,1,0,0,0,1,1,0,0
hike_4105,0,0,0,1,1,1,0,0,0
hike_7003,0,0,1,1,0,0,1,0,0
hike_6074,0,1,1,1,0,0,0,0,0
hike_5263,1,0,1,0,0,0,0,0,1
hike_5264,0,1,1,0,0,0,0,0,1
hike_5265,0,1,1,0,0,0,0,0,1
hike_5266,0,0,1,1,0,0,0,0,1
hike_5267,0,0,1,1,0,0,0,0,1
hike_5268,0,1,0,0,1,0,0,0,1
hike_5269,0,0,1,0,1,0,0,0,1
hike_5270,0,0,0,0,1,0,0,1,1
hike_5271,0,1,1,0,0,0,0,0,1
hike_5272,0,1,1,1,0,0,0,0,0
hike_4106,0,0,1,1,0,0,1,0,0
hike_5273,0,1,0,1,1,0,0,0,0
hike_5274,0,0,0,1,0,0,1,0,1
hike_6075,0,1,0,0,1,0,0,0,1
hike_5275,0,1,1,1,0,0,0,0,0
hike_5276,1,0,0,0,0,0,1,1,0
hike_5277,0,0,1,0,0,0,0,1,1
hike_5278,0,1,1,0,0,1,0,0,0
hike_5279,0,0,1,0,0,1,0,0,1
hike_4107,0,1,0,1,0,0,1,0,0
hike_5280,0,1,1,0,1,0,0,0,0
hike_5281,1,0,1,0,0,1,0,0,0
hike_5282,0,0,1,0,0,0,0,1,1
hike_6076,0,1,1,0,0,1,0,0,0
hike_4108,0,1,1,0,0,0,0,0,1
hike_5284,0,0,0,1,0,0,0,1,1
hike_5285,0,1,0,0,0,1,0,0,1
hike_5286,0,0,1,1,0,0,0,0,1
hike_6077,0,0,1,1,0,0,1,0,0
hike_5287,0,1,1,0,0,0,0,0,1
hike_5288,0,1,0,1,0,0,1,0,0
hike_5289,1,0,0,1,0,0,0,0,1
hike_5290,0,0,1,1,0,0,1,0,0
hike_5329,1,0,1,0,0,0,0,0,1
hike_4109,0,1,0,0,0,1,1,0,0
hike_5291,0,0,1,0,0,0,1,0,1
hike_5292,0,0,1,1,0,0,0,0,1
hike_5293,1,0,0,1,0,0,0,0,1
hike_6078,0,1,0,0,0,1,1,0,0
hike_5294,0,1,1,0,0,0,0,0,1
hike_5295,0,0,1,1,1,0,0,0,0
hike_5296,0,0,1,0,1,0,1,0,0
hike_5297,0,1,0,0,0,1,1,0,0
hike_4110,0,1,1,1,0,0,0,0,0
hike_5298,0,0,1,0,0,0,0,1,1
hike_5300,0,1,0,1,0,0,0,0,1
hike_5301,0,1,0,1,1,0,0,0,0
hike_5302,1,0,1,0,0,0,0,0,1
hike_5303,0,0,1,0,0,0,1,0,1
hike_5304,0,0,0,1,1,0,0,0,1
hike_6079,0,0,1,0,0,1,0,0,1
hike_5305,0,0,1,1,0,0,0,0,1
hike_7004,0,1,1,1,0,0,0,0,0
hike_5307,0,1,1,1,0,0,0,0,0
hike_5308,0,0,1,1,0,0,0,0,1
hike_5309,0,0,0,0,0,0,0,0,0
hike_5310,0,0,1,0,0,0,1,0,1
hike_6080,0,1,1,0,0,0,1,0,0
hike_4111,0,1,1,1,0,0,0,0,0
hike_5311,1,1,0,1,0,0,0,0,0
hike_5312,0,1,1,0,1,0,0,0,0
hike_5313,0,1,0,0,0,0,0,1,1
hike_5314,0,1,0,1,0,0,0,1,0
hike_5316,0,1,1,0,0,0,1,0,0
hike_5317,0,1,1,0,1,0,0,0,0
hike_6081,0,0,1,1,1,0,0,0,0
hike_5318,1,0,1,0,1,0,0,0,0
hike_5319,0,1,0,1,0,0,0,0,1
hike_5320,0,0,1,1,0,1,0,0,0
hike_5321,0,1,0,1,0,1,0,0,0
hike_4112,0,1,0,0,0,1,1,0,0
hike_5322,0,1,1,1,0,0,0,0,0
hike_5323,0,1,0,1,0,0,1,0,0
hike_5324,0,1,0,1,0,0,0,0,1
hike_5325,1,0,1,0,0,0,0,0,1
hike_5326,0,0,1,1,0,1,0,0,0
hike_4113,0,0,0,1,0,1,1,0,0
hike_6082,0,1,1,1,0,0,0,0,0
hike_5327,1,1,0,0,1,0,0,0,0
hike_5328,1,1,1,0,0,0,0,0,0
hike_6083,0,1,1,0,1,0,0,0,0
hike_5330,1,1,1,0,0,0,0,0,0
hike_5331,1,1,0,0,0,0,0,0,1
hike_4114,0,1,0,0,1,0,1,0,0
hike_5332,0,1,1,0,0,0,0,0,1
hike_5333,0,1,0,0,1,0,1,0,0
hike_5334,1,0,1,0,0,0,0,0,1
hike_7005,0,0,1,1,0,0,1,0,0
hike_6084,0,1,1,0,0,0,1,0,0
hike_5335,1,0,0,0,0,0,1,0,1
hike_5336,0,1,1,1,0,0,0,0,0
hike_4115,0,0,1,1,0,0,1,0,0
hike_5337,0,1,0,1,0,0,1,0,0
hike_5338,0,1,0,0,1,0,0,0,1
hike_5339,0,0,1,1,0,0,0,0,1
hike_5340,0,1,1,1,0,0,0,0,0
hike_5341,0,0,1,0,1,0,0,0,1
hike_5342,0,1,0,1,0,0,0,0,1
hike_4116,0,0,0,1,0,1,1,0,0
hike_5343,0,1,1,0,0,0,0,0,1
hike_5344,0,0,0,0,1,0,0,1,1
hike_6085,0,0,1,0,0,0,1,0,1
hike_5345,1,0,1,0,0,0,0,0,1
hike_5346,1,1,0,0,1,0,0,0,0
hike_5347,1,0,1,0,0,0,0,0,1
hike_10203,0,0,0,0,0,0,0,0,0
hike_5348,0,1,1,1,0,0,0,0,0
hike_5349,0,1,0,0,0,1,0,0,1
hike_6086,0,1,1,0,0,0,0,0,1
hike_5350,0,0,1,1,0,0,0,0,1
hike_5351,0,0,1,1,1,0,0,0,0
hike_5352,0,1,0,1,0,0,0,0,1
hike_5353,1,1,1,0,0,0,0,0,0
hike_4117,0,1,0,1,0,0,0,0,1
hike_5354,0,0,0,1,1,1,0,0,0
hike_5355,1,0,1,0,0,0,0,0,1
hike_5356,0,1,1,0,0,1,0,0,0
hike_5367,0,1,0,1,0,0,0,0,1
hike_7006,0,1,1,0,0,0,0,1,0
hike_5357,0,0,1,1,0,0,0,0,1
hike_6087,0,1,1,0,0,0,0,0,1
hike_5358,0,1,1,0,1,0,0,0,0
hike_5359,1,1,0,0,1,0,0,0,0
hike_5360,0,0,0,0,0,0,0,0,0
hike_5361,0,0,0,1,0,1,1,0,0
hike_5362,0,1,1,0,0,0,0,0,1
hike_5363,0,0,1,0,0,0,1,1,0
hike_4118,0,1,1,0,0,0,0,0,1
hike_5364,1,0,1,0,0,0,0,0,1
hike_5365,0,1,1,0,1,0,0,0,0
hike_5366,0,1,1,0,0,0,0,0,1
hike_6088,0,0,1,1,0,1,0,0,0
hike_5369,0,1,1,0,0,0,0,0,1
hike_5370,0,1,0,1,0,0,1,0,0
hike_5371,1,1,1,0,0,0,0,0,0
hike_5372,0,0,1,1,0,0,0,0,1
hike_5373,1,0,1,0,0,0,0,0,1
hike_5374,0,1,0,1,0,1,0,0,0
hike_5375,0,1,0,0,1,0,0,0,1
hike_4119,1,0,0,0,0,0,1,0,1
hike_6089,0,1,1,0,0,0,1,0,0
hike_5377,0,1,0,1,0,0,0,0,1
hike_7007,0,0,0,1,0,1,1,0,0
hike_5378,0,0,0,0,0,0,0,0,0
hike_5379,0,0,1,1,0,0,0,1,0
hike_5380,0,1,0,0,1,0,0,0,1
hike_5381,0,1,0,0,1,0,1,0,0
hike_5382,0,0,1,1,0,0,0,0,1
hike_6090,0,0,1,1,0,0,1,0,0
hike_5383,0,0,0,0,1,0,0,1,1
hike_5384,1,1,0,1,0,0,0,0,0
hike_5385,0,0,0,0,0,0,0,0,0
hike_4120,0,1,1,0,1,0,0,0,0
hike_5387,0,0,1,1,0,0,0,0,1
hike_4121,0,1,0,1,0,0,1,0,0
hike_5389,0,1,0,0,1,0,0,0,1
hike_5390,0,0,1,1,0,0,1,0,0
hike_6091,0,0,1,1,0,0,1,0,0
hike_5391,1,0,1,0,0,0,0,0,1
hike_5392,0,0,0,0,0,0,1,1,1
hike_5393,0,1,0,0,1,0,0,0,1
hike_5394,0,1,1,0,1,0,0,0,0
hike_5395,0,1,0,0,0,0,1,0,1
hike_6092,0,0,0,1,0,0,1,0,1
hike_5397,1,0,1,0,0,0,0,0,1
hike_5398,0,0,1,1,0,0,0,0,1
hike_5399,0,1,0,0,1,0,0,0,1
hike_5400,0,1,0,1,0,0,0,0,1
hike_4122,0,1,1,0,1,0,0,0,0
hike_5401,0,0,1,0,0,0,1,1,0
hike_7008,0,1,0,1,0,0,0,1,0
hike_5402,0,1,1,1,0,0,0,0,0
hike_5403,0,0,1,1,0,0,0,1,0
hike_5404,0,0,1,1,0,0,0,0,1
hike_5405,0,1,1,0,0,1,0,0,0
hike_5406,0,0,0,1,1,0,0,0,1
hike_6581,0,1,0,0,0,1,0,0,1
hike_6093,0,1,1,0,0,0,0,0,1
hike_5407,0,1,1,0,0,0,0,0,1
hike_5408,0,0,1,1,0,0,1,0,0
hike_4123,0,1,0,0,1,0,1,0,0
hike_5409,1,1,0,0,0,0,0,0,1
hike_5410,0,0,0,1,1,0,0,0,1
hike_5411,0,1,0,0,0,0,0,1,1
hike_5412,1,0,1,1,0,0,0,0,0
hike_5413,1,0,1,0,0,0,0,0,1
hike_6094,0,1,1,0,0,1,0,0,0
hike_5414,0,1,1,1,0,0,0,0,0
hike_5415,0,0,0,0,0,0,0,0,0
hike_6788,1,0,1,0,0,0,0,0,1
hike_4124,0,0,1,1,0,0,1,0,0
hike_5416,1,1,0,0,0,0,1,0,0
